	words_perf_verbs	words_imperf_verbs	things_concr_k10	abstr_concr_k10	mean
82	обыватель_NOUN	обыватель_NOUN	0.20936409734822164	0.3016235250543561	0.2554938112012889
83	уважаемый_ADJ	уважаемый_ADJ	0.14980623755970252	0.20576813137375413	0.1777871844667283
84	доступ_NOUN	доступ_NOUN	0.1665007383296388	0.23089069065841966	0.19869571449402923
85	записать_VERB	записывать_VERB	0.29349304456800757	0.18764979157580336	0.24057141807190546
86	недвижимость_NOUN	недвижимость_NOUN	0.1818574983176375	0.20413263794258024	0.19299506813010886
87	инвестиция_NOUN	инвестиция_NOUN	0.1468708413135573	0.2541987580046384	0.20053479965909787
88	интерьер_NOUN	интерьер_NOUN	0.3135278456841065	0.3377229096580653	0.3256253776710859
89	упражнение_NOUN	упражнение_NOUN	0.2671044595163471	0.2515909816267274	0.2593477205715372
90	очевидный_ADJ	очевидный_ADJ	0.1349946652462656	0.3129204377686873	0.22395755150747643
91	министерство_NOUN	министерство_NOUN	0.1345906843785447	0.22120577546948708	0.17789822992401588
92	бренд_NOUN	бренд_NOUN	0.23149229985673353	0.24824064527568926	0.2398664725662114
93	оценить_VERB	оценивать_VERB	0.13805082706009628	0.2083930484017135	0.17322193773090488
94	напротив_ADV	напротив_ADV	0.1969588867264536	0.24604821465710663	0.22150355069178013
95	напротив_ADP	напротив_ADP	0.16927634999975555	0.16861665848144974	0.16894650424060265
96	редакция_NOUN	редакция_NOUN	0.1814092320302494	0.2022733355075919	0.19184128376892065
97	минутка_NOUN	минутка_NOUN	0.22596585757155196	0.18943847801154773	0.20770216779154985
98	осознание_NOUN	осознание_NOUN	0.1406704108196482	0.4429519014762044	0.2918111561479263
99	удовлетворение_NOUN	удовлетворение_NOUN	0.13492686543102614	0.29406029400523614	0.21449357971813116
100	развивать_VERB	развивать_VERB	0.1738080066022583	0.24459589068024873	0.20920194864125352
101	мощь_NOUN	мощь_NOUN	0.19841613212153203	0.2845180491751397	0.24146709064833585
102	инвестор_NOUN	инвестор_NOUN	0.15228072302216553	0.26379175124501064	0.2080362371335881
103	операционный_ADJ	операционный_ADJ	0.23647414963113214	0.1925729297915911	0.21452353971136162
104	милый_ADJ	милый_ADJ	0.31832734659681144	0.27927541541866063	0.298801381007736
105	внести_VERB	вносить_VERB	0.1468173051346353	0.16981944634094687	0.1583183757377911
106	экономить_VERB	экономить_VERB	0.17547859470277616	0.20210955233948039	0.18879407352112826
107	оплата_NOUN	оплата_NOUN	0.1876723512750804	0.23290218374942798	0.21028726751225418
108	менеджер_NOUN	менеджер_NOUN	0.17473893949599106	0.21625952683658226	0.19549923316628665
109	комментарий_NOUN	комментарий_NOUN	0.18455953654256183	0.21244681810827104	0.19850317732541645
110	жалкий_ADJ	жалкий_ADJ	0.2101841547756446	0.2833728163778814	0.24677848557676302
111	общественность_NOUN	общественность_NOUN	0.14217228055858808	0.2446891062141754	0.19343069338638175
112	надоесть_VERB	надоедать_VERB	0.23837748456762617	0.26759175838576227	0.2529846214766942
113	сконцентрировать_VERB	сконцентрировать_VERB	0.12606248036620132	0.22064694231781828	0.1733547113420098
114	актуальный_ADJ	актуальный_ADJ	0.15673216154623776	0.2298222400329349	0.19327720078958632
115	распоряжение_NOUN	распоряжение_NOUN	0.15296273472657856	0.22658209568893373	0.18977241520775615
116	налоговый_ADJ	налоговый_ADJ	0.14434044780792288	0.24351154640965184	0.19392599710878736
117	бабки_NOUN	бабки_NOUN	0.23339084649945177	0.2212752064789664	0.22733302648920908
118	предчувствие_NOUN	предчувствие_NOUN	0.1899197214976675	0.383758950725548	0.2868393361116077
119	вашингтон_NOUN	вашингтон_NOUN	0.1776954551426869	0.2537600240483343	0.21572773959551061
120	наглый_ADJ	наглый_ADJ	0.20311578020667742	0.31311741571001844	0.25811659795834796
121	премьер_NOUN	премьер_NOUN	0.1729473958850419	0.19057775237441724	0.18176257412972957
122	строка_NOUN	строка_NOUN	0.22442285919642072	0.24177738302086108	0.2331001211086409
123	заключить_VERB	заключать_VERB	0.14864426948143583	0.21146554636738696	0.1800549079244114
124	выплата_NOUN	выплата_NOUN	0.15994734110432107	0.2464959028983079	0.2032216220013145
125	дурацкий_ADJ	дурацкий_ADJ	0.24989810519473546	0.2979813652626202	0.2739397352286778
126	мелочь_NOUN	мелочь_NOUN	0.26808761401458575	0.2638207734777999	0.26595419374619284
127	заинтересованный_ADJ	заинтересованный_ADJ	0.12116170560432923	0.22061475457448423	0.17088823008940673
128	кардинальный_ADJ	кардинальный_ADJ	0.12762182055401755	0.21225934347929137	0.16994058201665446
129	усталость_NOUN	усталость_NOUN	0.19396735482967947	0.36043929096952493	0.2772033228996022
130	колесо_NOUN	колесо_NOUN	0.37560327669175475	0.19672283394204276	0.2861630553168988
131	контент_NOUN	контент_NOUN	0.21238929475102714	0.24453866726484658	0.22846398100793686
132	проявление_NOUN	проявление_NOUN	0.15268448188621958	0.3662349672468516	0.2594597245665356
133	заметка_NOUN	заметка_NOUN	0.29963451725880513	0.24022018323322575	0.26992735024601544
134	подбор_NOUN	подбор_NOUN	0.15253140176882918	0.25187070115018734	0.20220105145950826
135	трудный_ADJ	трудный_ADJ	0.14956664019999105	0.22771912067634234	0.18864288043816668
136	танцевальный_ADJ	танцевальный_ADJ	0.29544085160443323	0.20151252779359524	0.24847668969901424
137	привлекательный_ADJ	привлекательный_ADJ	0.17554844596098673	0.27488265020965336	0.22521554808532004
138	полноценный_ADJ	полноценный_ADJ	0.14605523030185566	0.18741803453416497	0.16673663241801032
139	карьера_NOUN	карьера_NOUN	0.15788550216578107	0.21746016224250297	0.18767283220414202
140	черта_NOUN	черта_NOUN	0.1522485943382188	0.27843273784651534	0.21534066609236707
141	обдумать_VERB	обдумывать_VERB	0.1708070032740189	0.249568250301916	0.21018762678796746
142	инновационный_ADJ	инновационный_ADJ	0.16122149115340886	0.3098061056956738	0.23551379842454134
143	окончательно_ADV	окончательно_ADV	0.14173208645542185	0.21522370349834463	0.17847789497688324
144	моральный_ADJ	моральный_ADJ	0.1422206323428808	0.3093718288467505	0.22579623059481566
145	оптимизировать_VERB	оптимизировать_VERB	0.20237274874618044	0.2633538461555997	0.23286329745089007
146	аккаунт_NOUN	аккаунт_NOUN	0.23196979198659323	0.21270747799817738	0.22233863499238532
147	демократический_ADJ	демократический_ADJ	0.16012043413661747	0.3828752852260668	0.2714978596813421
148	выше_ADV	выше_ADV	0.14358868558940582	0.17943704008308284	0.16151286283624433
149	классификация_NOUN	классификация_NOUN	0.14215345354521114	0.32400409183093326	0.2330787726880722
150	оперативный_ADJ	оперативный_ADJ	0.16959322762950263	0.23074767424883835	0.2001704509391705
151	мотив_NOUN	мотив_NOUN	0.20299927675843868	0.29541681135638365	0.24920804405741115
152	мышление_NOUN	мышление_NOUN	0.15016710900700853	0.4319969581783587	0.2910820335926836
153	персональный_ADJ	персональный_ADJ	0.17844472646790585	0.19631184668600749	0.18737828657695665
154	высказывание_NOUN	высказывание_NOUN	0.1558133417179966	0.3889927754544804	0.2724030585862385
155	подтверждать_VERB	подтверждать_VERB	0.11956863478003683	0.23130504584334627	0.17543684031169154
156	освещать_VERB	освещать_VERB	0.2266511599346142	0.18152901924873907	0.20409008959167663
157	недавний_ADJ	недавний_ADJ	0.1408181219542523	0.20792212936294535	0.17437012565859883
158	негативный_ADJ	негативный_ADJ	0.12693724560242187	0.27497266285235955	0.2009549542273907
159	объективный_ADJ	объективный_ADJ	0.13706369116891753	0.31304488172560807	0.2250542864472628
160	чтение_NOUN	чтение_NOUN	0.1825399424831821	0.21880459135042188	0.20067226691680198
161	николаевич_NOUN	николаевич_NOUN	0.21566756367735476	0.21651820540026182	0.2160928845388083
162	чуток_ADV	чуток_ADV	0.256247553382144	0.20402112636249398	0.230134339872319
163	стадия_NOUN	стадия_NOUN	0.12638896243095604	0.23936702879034852	0.18287799561065227
164	критика_NOUN	критика_NOUN	0.13077730828766826	0.4054733075139894	0.26812530790082884
165	сравнивать_VERB	сравнивать_VERB	0.16678214805823838	0.2248116572358403	0.19579690264703933
166	по-прежнему_ADV	по-прежнему_ADV	0.16631949742953164	0.1851528931041327	0.17573619526683215
167	авто_NOUN	авто_NOUN	0.45127020536353263	0.1577527906562307	0.30451149800988164
168	прибавка_NOUN	прибавка_NOUN	0.19692312538451	0.21671581583752553	0.20681947061101777
169	утратить_VERB	утрачивать_VERB	0.1569087392119546	0.22720187869679184	0.19205530895437323
170	вечно_ADV	вечно_ADV	0.21272356171426288	0.23890466132886634	0.2258141115215646
171	быт_NOUN	быт_NOUN	0.2162485830428448	0.25816815130334175	0.2372083671730933
172	тогдашний_ADJ	тогдашний_ADJ	0.1613954083505001	0.26097107122363916	0.21118323978706963
173	призванный_ADJ	призванный_ADJ	0.12675867225522733	0.20349035198763196	0.16512451212142965
174	скрывать_VERB	скрывать_VERB	0.16384150719976226	0.2495052929394963	0.20667340006962928
175	трафик_NOUN	трафик_NOUN	0.1784446396370181	0.23800497916633212	0.2082248094016751
176	исправить_VERB	исправлять_VERB	0.17245480175505679	0.21743086507811596	0.19494283341658636
177	сосредоточиться_VERB	сосредоточиваться_VERB	0.12798327473762325	0.21362349094631322	0.17080338284196822
178	амбиция_NOUN	амбиция_NOUN	0.16647246416767567	0.45415504012053143	0.31031375214410356
179	находка_NOUN	находка_NOUN	0.20908230698545135	0.24504048944844986	0.2270613982169506
180	жор_NOUN	жор_NOUN	0.2115479779323767	0.2308885332198051	0.2212182555760909
181	напряженный_ADJ	напряженный_ADJ	0.13543171324423603	0.23212179274059141	0.18377675299241372
182	авторский_ADJ	авторский_ADJ	0.16698179425972282	0.22306048097948344	0.19502113761960313
183	накопление_NOUN	накопление_NOUN	0.13979275004793473	0.2805639748581751	0.2101783624530549
184	средневековый_ADJ	средневековый_ADJ	0.2061801211624669	0.28838252810570103	0.24728132463408398
185	зараза_NOUN	зараза_NOUN	0.23803411933248592	0.28793336599649166	0.26298374266448876
186	офисный_ADJ	офисный_ADJ	0.2319650054731009	0.17146866781733552	0.20171683664521822
187	безнаказанно_ADV	безнаказанно_ADV	0.18555266400292303	0.2574700441111074	0.22151135405701522
188	реформа_NOUN	реформа_NOUN	0.126522874755546	0.324468154350725	0.2254955145531355
189	прогрессивный_ADJ	прогрессивный_ADJ	0.13715569245313583	0.25056971013824975	0.19386270129569277
190	спорить_VERB	спорить_VERB	0.1877319140723052	0.2493638725974027	0.21854789333485394
191	олигарх_NOUN	олигарх_NOUN	0.20606955280671438	0.29465569074268977	0.2503626217747021
192	благополучно_ADV	благополучно_ADV	0.18424634221067165	0.19227362979436327	0.18825998600251748
193	наладить_VERB	налаживать_VERB	0.14455591240798107	0.1837553527923833	0.16415563260018218
194	тля_NOUN	тля_NOUN	0.350263375618275	0.21680250935032586	0.2835329424843004
195	полагать_VERB	полагать_VERB	0.23039081718371168	0.17420331194239905	0.20229706456305535
196	выяснеть_VERB	полагать_VERB	0.23039081718371168	0.17420331194239905	0.20229706456305535
197	п_NOUN	полагать_VERB	0.23039081718371168	0.17420331194239905	0.20229706456305535
198	отчасти_ADV	отчасти_ADV	0.15561702070723232	0.27373759994427155	0.21467731032575194
199	занятость_NOUN	занятость_NOUN	0.13590592810562258	0.23763633682595803	0.1867711324657903
200	дизайнер_NOUN	дизайнер_NOUN	0.21479376829908065	0.2942777015704085	0.2545357349347446
201	индивидуальность_NOUN	индивидуальность_NOUN	0.17995767668533766	0.4443036905819464	0.31213068363364205
202	формат_NOUN	формат_NOUN	0.25603127881904003	0.243935203084156	0.24998324095159802
203	открываться_VERB	открываться_VERB	0.17243649245192966	0.16006781190189065	0.16625215217691014
204	элита_NOUN	элита_NOUN	0.1787931576597037	0.3062671069310194	0.24253013229536152
205	учреждение_NOUN	учреждение_NOUN	0.14802938937414564	0.25936580591556396	0.2036975976448548
206	нарастать_VERB	нарастать_VERB	0.14130542696886045	0.2977653902695173	0.21953540861918888
207	юмор_NOUN	юмор_NOUN	0.2055077122289517	0.3668587491659437	0.28618323069744767
208	динамичный_ADJ	динамичный_ADJ	0.17872584252166482	0.28192395877823184	0.23032490064994832
209	черт_NOUN	черт_NOUN	0.2374409786721285	0.25300170301935476	0.24522134084574163
210	корпорация_NOUN	корпорация_NOUN	0.1665445741055082	0.22981976741734517	0.1981821707614267
211	должность_NOUN	должность_NOUN	0.12931176454181645	0.2654150127267355	0.197363388634276
212	фотография_NOUN	фотография_NOUN	0.30211512650339867	0.19387056753428694	0.2479928470188428
213	полгода_NOUN	полгода_NOUN	0.1697748867944337	0.16200748573355242	0.16589118626399307
214	эффективно_ADV	эффективно_ADV	0.15970630372295527	0.19342764239139446	0.17656697305717486
215	хит_NOUN	хит_NOUN	0.24480360255989808	0.2214387670010876	0.23312118478049285
216	сервис_NOUN	сервис_NOUN	0.20919591444243388	0.24168031207471122	0.22543811325857255
217	оборот_NOUN	оборот_NOUN	0.17177011193702044	0.2162731867735801	0.19402164935530025
218	словом_ADV	словом_ADV	0.22262426996092982	0.2979493774912988	0.26028682372611434
219	тематика_NOUN	тематика_NOUN	0.1877584051004198	0.2575852051642548	0.2226718051323373
220	набить_VERB	набивать_VERB	0.30852749642361277	0.20545843268091324	0.256992964552263
221	запуск_NOUN	запуск_NOUN	0.2054001898443063	0.27134573106797166	0.23837296045613898
222	поставлять_VERB	поставлять_VERB	0.1648627395937127	0.14326701775939837	0.15406487867655555
223	казна_NOUN	казна_NOUN	0.2176160865923244	0.27128764204442113	0.24445186431837276
224	абонент_NOUN	абонент_NOUN	0.20726168389997596	0.1969228918663308	0.20209228788315337
225	графический_ADJ	графический_ADJ	0.24194173462342555	0.26270279028016563	0.25232226245179556
226	новичок_NOUN	новичок_NOUN	0.22481519739967942	0.21836470008765682	0.2215899487436681
227	упустить_VERB	упускать_VERB	0.15035870440617455	0.19408815669922197	0.17222343055269826
228	бабка_NOUN	бабка_NOUN	0.2796973099038923	0.2508715050725925	0.2652844074882424
229	организатор_NOUN	организатор_NOUN	0.1847865436921196	0.21964474112742222	0.2022156424097709
230	колебание_NOUN	колебание_NOUN	0.178032334284197	0.3145377747384438	0.2462850545113204
231	выдающийся_ADJ	выдающийся_ADJ	0.17656635755330075	0.2501610599010049	0.21336370872715282
232	классический_ADJ	классический_ADJ	0.22279859816953115	0.2910096155546288	0.25690410686208
233	утрата_NOUN	утрата_NOUN	0.1505793380801045	0.32731253086559203	0.2389459344728483
234	инвестиционный_ADJ	инвестиционный_ADJ	0.12819832431954917	0.28317387283604545	0.2056860985777973
235	выкладывать_VERB	выкладывать_VERB	0.295714581366321	0.1435775946909933	0.21964608802865715
236	разнообразие_NOUN	разнообразие_NOUN	0.19491094195094924	0.4513084844705709	0.3231097132107601
237	закупка_NOUN	закупка_NOUN	0.15556951382371842	0.24305714172624845	0.19931332777498345
238	подчеркивать_VERB	подчеркивать_VERB	0.1788484010957085	0.26380406560734176	0.22132623335152513
239	инфраструктура_NOUN	инфраструктура_NOUN	0.17071933625414373	0.2653675363462362	0.21804343630018996
240	янукович_NOUN	янукович_NOUN	0.18124191643890616	0.28333615628788816	0.23228903636339715
241	иск_NOUN	иск_NOUN	0.13493780226877414	0.36000662309305664	0.2474722126809154
242	революционный_ADJ	революционный_ADJ	0.15722005853071314	0.30189551498111145	0.2295577867559123
243	дойти_VERB	доходить_VERB	0.1724664416818197	0.18624569134903188	0.1793560665154258
244	пенсия_NOUN	пенсия_NOUN	0.1632319328371884	0.2577909846570893	0.21051145874713884
245	юзер_NOUN	юзер_NOUN	0.2565194345883849	0.2403510808517745	0.24843525772007968
246	стабильный_ADJ	стабильный_ADJ	0.15238587210689133	0.2569208969624869	0.20465338453468912
247	эпоха_NOUN	эпоха_NOUN	0.17440318395564522	0.3309201734567654	0.2526616787062053
248	земельный_ADJ	земельный_ADJ	0.152254848103413	0.22364561587867157	0.18795023199104227
249	юридический_ADJ	юридический_ADJ	0.13190279632456137	0.2592267598214166	0.19556477807298897
250	простуда_NOUN	простуда_NOUN	0.3109996679941046	0.27045350994234896	0.2907265889682268
251	филиал_NOUN	филиал_NOUN	0.15844581191081164	0.2296424428785222	0.19404412739466692
252	конференция_NOUN	конференция_NOUN	0.1345072767410096	0.24216291741129475	0.18833509707615217
253	музей_NOUN	музей_NOUN	0.20886387983138718	0.17000595618513475	0.18943491800826096
254	нуль_NOUN	музей_NOUN	0.20886387983138718	0.17000595618513475	0.18943491800826096
255	принятие_NOUN	принятие_NOUN	0.10545022983523111	0.28052523151843906	0.19298773067683508
256	буква_NOUN	буква_NOUN	0.2675036777230784	0.24229083384586697	0.2548972557844727
257	восприятие_NOUN	восприятие_NOUN	0.16500626211866665	0.3887388691985215	0.2768725656585941
258	гений_NOUN	гений_NOUN	0.1870442625125357	0.30875507168200717	0.24789966709727143
259	занятый_ADJ	занятый_ADJ	0.14275226369859398	0.16350209133758362	0.1531271775180888
260	производственный_ADJ	производственный_ADJ	0.16123317407711651	0.22049279684286702	0.19086298545999175
261	суждение_NOUN	суждение_NOUN	0.15970009830931767	0.4328069791247435	0.2962535387170306
262	юрий_NOUN	юрий_NOUN	0.1943019536098076	0.18419130645332094	0.18924663003156428
263	обама_NOUN	обама_NOUN	0.17672639274411128	0.24496133265312353	0.2108438626986174
264	переезд_NOUN	переезд_NOUN	0.21168110723650074	0.18698740878421533	0.19933425801035803
265	контракт_NOUN	контракт_NOUN	0.16933053275937762	0.2505711578835735	0.20995084532147557
266	гордый_ADJ	гордый_ADJ	0.22020963228112794	0.2530263732294772	0.23661800275530256
267	ревность_NOUN	ревность_NOUN	0.2146147340250216	0.4554848321209503	0.33504978307298594
268	соответственно_ADV	соответственно_ADV	0.16975601717936356	0.2247310101428976	0.19724351366113058
269	непосредственность_NOUN	непосредственность_NOUN	0.18857016488151562	0.49057624300539854	0.3395732039434571
270	китай_NOUN	китай_NOUN	0.18685998828452627	0.21570362969228585	0.20128180898840606
271	специфический_ADJ	специфический_ADJ	0.14999636804354133	0.2748254656539916	0.21241091684876645
272	шок_NOUN	шок_NOUN	0.1760865821680348	0.27705245355560126	0.22656951786181803
273	беременность_NOUN	беременность_NOUN	0.1902637110976311	0.24592480336204603	0.21809425722983855
274	скучный_ADJ	скучный_ADJ	0.22584974493665994	0.31856074014432917	0.27220524254049455
275	выборы_NOUN	выборы_NOUN	0.15941609305419363	0.2893316732259553	0.22437388314007448
276	сонный_ADJ	сонный_ADJ	0.20061253249089503	0.2723705801087218	0.2364915562998084
277	вуз_NOUN	вуз_NOUN	0.1671284279959697	0.21607210457128434	0.19160026628362703
278	талантливый_ADJ	талантливый_ADJ	0.1814176325819296	0.2720534423267601	0.22673553745434485
279	дисциплина_NOUN	дисциплина_NOUN	0.17002199269605892	0.27385149685781257	0.22193674477693576
280	объявлять_VERB	объявлять_VERB	0.13585617837526584	0.18585059955452335	0.1608533889648946
281	кошелек_NOUN	кошелек_NOUN	0.347803997065437	0.16661155549788662	0.2572077762816618
282	ложный_ADJ	ложный_ADJ	0.1457077882873109	0.2846838848928283	0.2151958365900696
283	газпром_NOUN	газпром_NOUN	0.17496454175254278	0.20820856651759206	0.19158655413506742
284	питер_NOUN	питер_NOUN	0.22984707910558577	0.1829278633319365	0.20638747121876114
285	скандал_NOUN	скандал_NOUN	0.17526420954977642	0.36592374043933884	0.2705939749945576
286	мелодия_NOUN	мелодия_NOUN	0.42144312973854736	0.2352424033807495	0.32834276655964845
287	величие_NOUN	величие_NOUN	0.22044863712580032	0.40088744986986863	0.3106680434978345
288	влюбленный_ADJ	влюбленный_ADJ	0.2225731974020979	0.2776472444086962	0.25011022090539703
289	попутно_ADV	попутно_ADV	0.21017309838887913	0.20033211833628006	0.20525260836257958
290	твиттер_NOUN	твиттер_NOUN	0.22803967074922982	0.20752020101479757	0.2177799358820137
291	ввс_NOUN	ввс_NOUN	0.23981030953047872	0.2122207108237082	0.22601551017709345
